action,date,ticker,entry_price,position_size,cash_before_entry,cash_after_entry,slippage_bps,commission,net_return,exit_date,running_equity,cash_before_exit,cash_after_exit
ENTRY,2026-01-26,CRSP,-0.05,899.7652619105835,4498.826309552917,3598.061047642334,15.0,1.0,-0.054000000000000006,2026-01-30,9499.600665178274,,
EXIT,2026-01-28,BLNK,,1406.4457217352867,,,,1.0,-0.054000000000000006,2026-01-28,10829.098317939855,3598.061047642334,4927.558700403915
ENTRY,2026-01-28,BLNK,-0.05,985.511740080783,4927.558700403915,3941.046960323132,15.0,1.0,-0.054000000000000006,2026-01-30,9421.652596204569,,
EXIT,2026-01-29,BB,,1124.9565773882293,,,,1.0,-0.054000000000000006,2026-01-29,10484.861518413834,3941.046960323132,5004.255882532398
ENTRY,2026-01-29,TSLA,-0.05,1000.8511765064795,5004.255882532398,4002.404706025918,15.0,1.0,-0.054000000000000006,2026-02-03,9358.904941025605,,
EXIT,2026-01-30,ICLR,,963.6801801184873,,,,1.0,-0.054000000000000006,2026-01-30,10269.546391417694,4002.404706025918,4913.046156418007
EXIT,2026-01-30,CRSP,,899.7652619105835,,,,1.0,-0.054000000000000006,2026-01-30,11119.724329185105,4913.046156418007,5763.224094185419
EXIT,2026-01-30,BLNK,,985.511740080783,,,,1.0,-0.054000000000000006,2026-01-30,12051.018435301527,5763.224094185419,6694.51820030184
ENTRY,2026-01-30,ETSY,-0.05,1338.903640060368,6694.51820030184,5354.614560241472,15.0,1.0,-0.054000000000000006,2026-02-02,9201.061253191674,,
ENTRY,2026-01-30,AFRM,-0.05,1070.9229120482944,5354.614560241472,4282.691648193178,15.0,1.0,-0.054000000000000006,2026-02-04,9200.061253191674,,
ENTRY,2026-01-30,CROX,0.15,856.5383296386354,4282.691648193178,3425.1533185545422,15.0,1.0,0.146,2026-02-08,9199.061253191674,,
EXIT,2026-02-02,ETSY,,1338.903640060368,,,,1.0,-0.054000000000000006,2026-02-02,10464.66409668878,3425.1533185545422,4690.75616205165
ENTRY,2026-02-02,AMAT,-0.05,938.1512324103298,4690.75616205165,3751.6049296413203,15.0,1.0,-0.054000000000000006,2026-02-03,9124.760456628414,,
EXIT,2026-02-03,NIO,,1506.6918763833537,,,,1.0,0.0815262875832125,2026-02-03,10753.287328225088,3751.6049296413203,5380.131801237993
EXIT,2026-02-03,TSLA,,1000.8511765064795,,,,1.0,-0.054000000000000006,2026-02-03,11699.092541200216,5380.131801237993,6325.937014213123
EXIT,2026-02-03,AMAT,,938.1512324103298,,,,1.0,-0.054000000000000006,2026-02-03,12585.583607060387,6325.937014213123,7212.428080073295
ENTRY,2026-02-03,SNOW,-0.05,1442.485616014659,7212.428080073295,5768.942464058636,15.0,1.0,-0.054000000000000006,2026-02-04,9138.889321760224,,
ENTRY,2026-02-03,PINS,-0.05,1153.788492811727,5768.942464058636,4614.153971246908,15.0,1.0,-0.054000000000000006,2026-02-05,9137.889321760224,,
ENTRY,2026-02-03,BB,0.0265486464260317,922.8307942493816,4614.153971246908,3690.323176997527,15.0,1.0,0.0225486464260317,2026-02-23,9136.889321760224,,
EXIT,2026-02-04,AFRM,,1070.9229120482944,,,,1.0,-0.054000000000000006,2026-02-04,10148.98239655791,3690.323176997527,4702.416251795214
EXIT,2026-02-04,SNOW,,1442.485616014659,,,,1.0,-0.054000000000000006,2026-02-04,11512.573789307778,4702.416251795214,6066.007644545081
ENTRY,2026-02-04,BKNG,-0.05,1213.2015289090161,6066.007644545081,4851.806115636065,15.0,1.0,-0.054000000000000006,2026-02-06,8998.165261244827,,
ENTRY,2026-02-04,FCEL,-0.05,970.3612231272132,4851.806115636065,3880.4448925088523,15.0,1.0,-0.054000000000000006,2026-02-05,8997.165261244825,,
EXIT,2026-02-05,PINS,,1153.788492811727,,,,1.0,-0.054000000000000006,2026-02-05,10087.64917544472,3880.4448925088523,4970.928806708746
EXIT,2026-02-05,FCEL,,970.3612231272132,,,,1.0,-0.054000000000000006,2026-02-05,11004.610892523064,4970.928806708746,5887.89052378709
ENTRY,2026-02-05,AVGO,0.0643135505865869,1177.578104757418,5887.89052378709,4709.312419029672,15.0,1.0,0.0603135505865869,2026-02-25,8879.461176584124,,
ENTRY,2026-02-05,ORCL,0.15,941.8624838059344,4709.312419029672,3766.4499352237376,15.0,1.0,0.146,2026-02-07,8878.461176584124,,
EXIT,2026-02-06,BKNG,,1213.2015289090161,,,,1.0,-0.054000000000000006,2026-02-06,10025.149822932053,3766.4499352237376,4913.138581571667
ENTRY,2026-02-06,BABA,-0.05,982.6277163143334,4913.138581571667,3929.5108652573335,15.0,1.0,-0.054000000000000006,2026-02-11,8810.948294023037,,
EXIT,2026-02-09,CROX,,856.5383296386354,,,,1.0,0.146,2026-02-08,9791.541219788913,3929.5108652573335,4910.10379102321
EXIT,2026-02-09,ORCL,,941.8624838059344,,,,1.0,0.146,2026-02-07,10869.915626230513,4910.10379102321,5988.47819746481
ENTRY,2026-02-09,ACN,-0.05,1197.695639492962,5988.47819746481,4789.782557971848,15.0,1.0,-0.054000000000000006,2026-02-12,9070.514812785943,,
ENTRY,2026-02-09,NET,0.15,957.9565115943697,4789.782557971848,3830.8260463774786,15.0,1.0,0.146,2026-02-11,9069.514812785943,,
EXIT,2026-02-11,BABA,,982.6277163143334,,,,1.0,-0.054000000000000006,2026-02-11,9998.080632419302,3830.8260463774786,4759.3918660108375
EXIT,2026-02-11,NET,,957.9565115943697,,,,1.0,0.146,2026-02-11,11094.898794706449,4759.3918660108375,5856.2100282979845
ENTRY,2026-02-11,CRSP,0.15,1171.242005659597,5856.2100282979845,4683.968022638388,15.0,1.0,0.146,2026-02-19,9153.314566797748,,
ENTRY,2026-02-11,ZM,-0.05,936.7936045276776,4683.968022638388,3746.1744181107106,15.0,1.0,-0.054000000000000006,2026-02-18,9152.314566797748,,
EXIT,2026-02-12,ACN,,1197.695639492962,,,,1.0,-0.054000000000000006,2026-02-12,10284.334641758089,3746.1744181107106,4878.194493071052
ENTRY,2026-02-12,NOW,0.15,975.6388986142105,4878.194493071052,3901.555594456842,15.0,1.0,0.146,2026-02-26,9085.639002265127,,
EXIT,2026-02-18,ZM,,936.7936045276776,,,,1.0,-0.054000000000000006,2026-02-18,9970.845752148309,3901.555594456842,4786.762344340024
ENTRY,2026-02-18,QCOM,-0.05,957.352468868005,4786.762344340024,3828.4098754720194,15.0,1.0,-0.054000000000000006,2026-03-01,9033.052147620632,,
EXIT,2026-02-19,CRSP,,1171.242005659597,,,,1.0,0.146,2026-02-19,10374.29548610653,3828.4098754720194,5169.653213957918
ENTRY,2026-02-19,BABA,-0.05,1033.9306427915835,5169.653213957918,4134.722571166334,15.0,1.0,-0.054000000000000006,2026-02-24,9202.053480446932,,
EXIT,2026-02-23,BB,,922.8307942493816,,,,1.0,0.0225486464260317,2026-02-23,10144.692859986897,4134.722571166334,5077.361950706299
ENTRY,2026-02-23,PINS,0.15,1015.4723901412598,5077.361950706299,4060.8895605650387,15.0,1.0,0.146,2026-03-01,9220.862065737514,,
EXIT,2026-02-24,BABA,,1033.9306427915835,,,,1.0,-0.054000000000000006,2026-02-24,10197.960453818352,4060.8895605650387,5037.987948645877
ENTRY,2026-02-24,ACN,-0.0162151299277422,1007.5975897291753,5037.987948645877,4029.390358916701,15.0,1.0,-0.0202151299277422,2026-03-16,9163.029811026769,,
EXIT,2026-02-25,AVGO,,1177.578104757418,,,,1.0,0.0603135505865869,2026-02-25,10410.631832375131,4029.390358916701,5276.992380265063
ENTRY,2026-02-25,ARVN,-0.05,1055.3984760530125,5276.992380265063,4220.59390421205,15.0,1.0,-0.054000000000000006,2026-02-28,9232.053727617713,,
EXIT,2026-02-26,NOW,,975.6388986142105,,,,1.0,0.146,2026-02-26,10349.135905429597,4220.59390421205,5337.676082023935
ENTRY,2026-02-26,ETSY,-0.05,1067.535216404787,5337.676082023935,4269.140865619148,15.0,1.0,-0.054000000000000006,2026-03-01,9372.497006815387,,
EXIT,2026-03-02,QCOM,,957.352468868005,,,,1.0,-0.054000000000000006,2026-03-01,10277.15244236452,4269.140865619148,5173.7963011682805
EXIT,2026-03-02,PINS,,1015.4723901412598,,,,1.0,0.146,2026-03-01,11439.883801466403,5173.7963011682805,6336.527660270164
EXIT,2026-03-02,ARVN,,1055.3984760530125,,,,1.0,-0.054000000000000006,2026-02-28,12437.290759812553,6336.527660270164,7333.934618616314
EXIT,2026-03-02,ETSY,,1067.535216404787,,,,1.0,-0.054000000000000006,2026-03-01,13446.179074531483,7333.934618616314,8342.822933335243
ENTRY,2026-03-02,GME,-0.05,1668.5645866670486,8342.822933335243,6673.2583466681945,15.0,1.0,-0.054000000000000006,2026-03-15,9349.420523064418,,
ENTRY,2026-03-02,SPCE,-0.05,1334.651669333639,6673.2583466681945,5337.606677334556,15.0,1.0,-0.054000000000000006,2026-03-07,9348.420523064418,,
ENTRY,2026-03-02,LULU,-0.05,1067.521335466911,5337.606677334556,4269.085341867644,15.0,1.0,-0.054000000000000006,2026-03-06,9347.420523064418,,
ENTRY,2026-03-02,TSLA,-0.05,853.8170683735289,4269.085341867644,3414.2682734941154,15.0,1.0,-0.054000000000000006,2026-03-07,9346.420523064418,,
EXIT,2026-03-06,LULU,,1067.521335466911,,,,1.0,-0.054000000000000006,2026-03-06,10355.295706416116,3414.2682734941154,4423.1434568458135
ENTRY,2026-03-06,RUN,0.15,884.6286913691627,4423.1434568458135,3537.5147654766506,15.0,1.0,0.146,2026-03-12,9286.774370949206,,
EXIT,2026-03-09,SPCE,,1334.651669333639,,,,1.0,-0.054000000000000006,2026-03-07,10548.354850138829,3537.5147654766506,4799.095244666273
EXIT,2026-03-09,TSLA,,853.8170683735289,,,,1.0,-0.054000000000000006,2026-03-07,11355.065796820185,4799.095244666273,5605.806191347631
ENTRY,2026-03-09,AVGO,-0.05,1121.1612382695262,5605.806191347631,4483.644953078105,15.0,1.0,-0.054000000000000006,2026-03-13,9165.597059113017,,
ENTRY,2026-03-09,DDOG,-0.05,896.7289906156209,4483.644953078105,3585.9159624624835,15.0,1.0,-0.054000000000000006,2026-03-10,9164.597059113017,,
EXIT,2026-03-10,DDOG,,896.7289906156209,,,,1.0,-0.054000000000000006,2026-03-10,10011.902684235394,3585.9159624624835,4433.221587584861
ENTRY,2026-03-10,PACB,-0.05,886.644317516972,4433.221587584861,3545.5772700678885,15.0,1.0,-0.054000000000000006,2026-03-12,9114.173693619774,,
EXIT,2026-03-12,RUN,,884.6286913691627,,,,1.0,0.146,2026-03-12,10126.958173928833,3545.5772700678885,4558.361750376949
EXIT,2026-03-12,PACB,,886.644317516972,,,,1.0,-0.054000000000000006,2026-03-12,10964.72369829989,4558.361750376949,5396.127274748004
ENTRY,2026-03-12,UAL,0.15,1079.2254549496008,5396.127274748004,4315.901819798403,15.0,1.0,0.146,2026-03-30,9192.450689413754,,
ENTRY,2026-03-12,CAT,-0.05,863.1803639596806,4315.901819798403,3451.7214558387227,15.0,1.0,-0.054000000000000006,2026-03-24,9191.450689413754,,
EXIT,2026-03-13,AVGO,,1121.1612382695262,,,,1.0,-0.054000000000000006,2026-03-13,10251.069220816726,3451.7214558387227,4511.339987241694
ENTRY,2026-03-13,PLTR,-0.05,902.2679974483387,4511.339987241694,3608.071989793355,15.0,1.0,-0.054000000000000006,2026-03-23,9128.9079825472,,
EXIT,2026-03-16,ACN,,1007.5975897291753,,,,1.0,-0.0202151299277422,2026-03-16,10115.136856085119,3608.071989793355,4594.300863331275
EXIT,2026-03-16,GME,,1668.5645866670486,,,,1.0,-0.054000000000000006,2026-03-15,11692.598955072146,4594.300863331275,6171.762962318303
ENTRY,2026-03-16,MELI,-0.05,1234.3525924636606,6171.762962318303,4936.410369854642,15.0,1.0,-0.054000000000000006,2026-03-20,9015.436778675923,,
ENTRY,2026-03-16,NIO,-0.05,987.2820739709284,4936.410369854642,3948.1282958837137,15.0,1.0,-0.054000000000000006,2026-03-19,9014.436778675923,,
EXIT,2026-03-19,NIO,,987.2820739709284,,,,1.0,-0.054000000000000006,2026-03-19,9947.405620652422,3948.1282958837137,4881.097137860212
ENTRY,2026-03-19,QS,-0.05,976.2194275720424,4881.097137860212,3903.8777102881695,15.0,1.0,-0.054000000000000006,2026-03-20,8959.123546681492,,
EXIT,2026-03-20,MELI,,1234.3525924636606,,,,1.0,-0.054000000000000006,2026-03-20,10125.821099152115,3903.8777102881695,5070.575262758793
EXIT,2026-03-20,QS,,976.2194275720424,,,,1.0,-0.054000000000000006,2026-03-20,11048.324677635268,5070.575262758793,5993.078841241944
ENTRY,2026-03-20,RIVN,0.15,1198.6157682483888,5993.078841241944,4793.463072993555,15.0,1.0,0.146,2026-04-08,8836.752657599565,,
ENTRY,2026-03-20,QS,-0.05,958.6926145987111,4793.463072993555,3833.7704583948444,15.0,1.0,-0.054000000000000006,2026-03-25,8835.752657599565,,
EXIT,2026-03-23,PLTR,,902.2679974483387,,,,1.0,-0.054000000000000006,2026-03-23,9688.298183185692,3833.7704583948444,4686.315983980972
ENTRY,2026-03-23,EDIT,-0.05,937.2631967961945,4686.315983980972,3748.052787184778,15.0,1.0,-0.054000000000000006,2026-03-24,8785.030185737352,,
EXIT,2026-03-24,CAT,,863.1803639596806,,,,1.0,-0.054000000000000006,2026-03-24,9600.598810043211,3748.052787184778,4563.621411490636
EXIT,2026-03-24,EDIT,,937.2631967961945,,,,1.0,-0.054000000000000006,2026-03-24,10486.249794212412,4563.621411490636,5449.272395659837
ENTRY,2026-03-24,C,-0.05,1089.8544791319673,5449.272395659837,4358.417916527869,15.0,1.0,-0.054000000000000006,2026-03-27,8684.806233456537,,
ENTRY,2026-03-24,MELI,0.15,871.6835833055737,4358.417916527869,3485.7343332222954,15.0,1.0,0.146,2026-04-07,8683.806233456537,,
EXIT,2026-03-25,QS,,958.6926145987111,,,,1.0,-0.054000000000000006,2026-03-25,9589.729446866917,3485.7343332222954,4391.657546632676
ENTRY,2026-03-25,FCEL,-0.05,878.3315093265352,4391.657546632676,3512.3260373061407,15.0,1.0,-0.054000000000000006,2026-03-27,8630.036832268206,,
EXIT,2026-03-27,C,,1089.8544791319673,,,,1.0,-0.054000000000000006,2026-03-27,9660.039169527048,3512.3260373061407,4542.3283745649815
EXIT,2026-03-27,FCEL,,878.3315093265352,,,,1.0,-0.054000000000000006,2026-03-27,10489.94077734995,4542.3283745649815,5372.229982387884
ENTRY,2026-03-27,ETSY,0.15,1074.4459964775767,5372.229982387884,4296.783985910307,15.0,1.0,0.146,2026-04-01,8520.754788891447,,
ENTRY,2026-03-27,PLTR,-0.05,859.3567971820614,4296.783985910307,3436.4271887282457,15.0,1.0,-0.054000000000000006,2026-04-04,8519.754788891447,,
EXIT,2026-03-30,UAL,,1079.2254549496008,,,,1.0,0.146,2026-03-30,9755.54716026369,3436.4271887282457,4672.219560100488
ENTRY,2026-03-30,GIS,-0.05,934.4439120200975,4672.219560100488,3736.77564808039,15.0,1.0,-0.054000000000000006,2026-04-08,8675.321705314087,,
EXIT,2026-04-01,ETSY,,1074.4459964775767,,,,1.0,0.146,2026-04-01,9905.636817277391,3736.77564808039,4967.090760043693
ENTRY,2026-04-01,ACN,-0.05,993.4181520087386,4967.090760043693,3972.6726080349545,15.0,1.0,-0.054000000000000006,2026-04-06,8830.190820799815,,
EXIT,2026-04-06,PLTR,,859.3567971820614,,,,1.0,-0.054000000000000006,2026-04-04,9642.142350934046,3972.6726080349545,4784.624138169184
EXIT,2026-04-06,ACN,,993.4181520087386,,,,1.0,-0.054000000000000006,2026-04-06,10580.915922734312,4784.624138169184,5723.397709969451
ENTRY,2026-04-06,HOOD,0.15,1144.67954199389,5723.397709969451,4577.718167975561,15.0,1.0,0.146,2026-04-13,8727.140973543512,,
ENTRY,2026-04-06,BB,0.15,915.5436335951123,4577.718167975561,3661.174534380449,15.0,1.0,0.146,2026-04-13,8726.140973543512,,
EXIT,2026-04-07,MELI,,871.6835833055737,,,,1.0,0.146,2026-04-07,9724.090360011698,3661.174534380449,4659.123920848637
ENTRY,2026-04-07,SNDL,0.15,931.8247841697274,4659.123920848637,3726.2991366789092,15.0,1.0,0.146,2026-04-13,8851.406776706124,,
EXIT,2026-04-08,RIVN,,1198.6157682483888,,,,1.0,0.146,2026-04-08,10224.020447118779,3726.2991366789092,5098.912807091563
EXIT,2026-04-08,GIS,,934.4439120200975,,,,1.0,-0.054000000000000006,2026-04-08,11107.004387889792,5098.912807091563,5981.8967478625755
ENTRY,2026-04-08,CRWD,-0.05,1196.3793495725151,5981.8967478625755,4784.517398290061,15.0,1.0,-0.054000000000000006,2026-04-09,8972.944707621305,,
ENTRY,2026-04-08,MRVI,0.15,956.9034796580121,4784.517398290061,3826.6139186320484,15.0,1.0,0.146,2026-04-16,8971.944707621305,,
EXIT,2026-04-09,CRWD,,1196.3793495725151,,,,1.0,-0.054000000000000006,2026-04-09,10102.719572316904,3826.6139186320484,4957.388783327648
ENTRY,2026-04-09,Z,0.15,991.4777566655296,4957.388783327648,3964.9110266621183,15.0,1.0,0.146,2026-04-15,8905.34022274439,,
EXIT,2026-04-13,HOOD,,1144.67954199389,,,,1.0,0.146,2026-04-13,10216.142977869387,3964.9110266621183,5275.713781787116
EXIT,2026-04-13,BB,,915.5436335951123,,,,1.0,0.146,2026-04-13,11264.355981969387,5275.713781787116,6323.926785887115
EXIT,2026-04-13,SNDL,,931.8247841697274,,,,1.0,0.146,2026-04-13,12331.227184627893,6323.926785887115,7390.7979885456225
ENTRY,2026-04-13,NTRA,-0.05,1478.1595977091245,7390.7979885456225,5911.638390836498,15.0,1.0,-0.054000000000000006,2026-04-25,9338.179224869164,,
ENTRY,2026-04-13,IBM,-0.05,1182.3276781672996,5911.638390836498,4728.310712669198,15.0,1.0,-0.054000000000000006,2026-04-21,9337.179224869164,,
ENTRY,2026-04-13,ORCL,0.15,945.6621425338398,4728.310712669198,3781.6485701353586,15.0,1.0,0.146,2026-04-16,9336.179224869164,,
EXIT,2026-04-15,Z,,991.4777566655296,,,,1.0,0.146,2026-04-15,10471.412734007861,3781.6485701353586,4916.882079274055
ENTRY,2026-04-15,RUN,0.15,983.3764158548111,4916.882079274055,3932.5056634192442,15.0,1.0,0.146,2026-05-01,9478.934977342331,,
EXIT,2026-04-16,MRVI,,956.9034796580121,,,,1.0,0.146,2026-04-16,10574.546365030412,3932.5056634192442,5028.117051107326
EXIT,2026-04-16,ORCL,,945.6621425338398,,,,1.0,0.146,2026-04-16,11657.275180374192,5028.117051107326,6110.845866451106
ENTRY,2026-04-16,BB,0.15,1222.1691732902211,6110.845866451106,4887.676693160885,15.0,1.0,0.146,2026-04-18,9753.709558182341,,
ENTRY,2026-04-16,AFRM,0.15,977.5353386321771,4887.676693160885,3909.1413545287082,15.0,1.0,0.146,2026-05-02,9752.709558182341,,
EXIT,2026-04-20,BB,,1222.1691732902211,,,,1.0,0.146,2026-04-18,11152.315430772935,3909.1413545287082,5308.747227119302
ENTRY,2026-04-20,GIS,-0.05,1061.7494454238604,5308.747227119302,4245.9977816954415,15.0,1.0,-0.054000000000000006,2026-05-05,9929.146257482713,,
EXIT,2026-04-21,IBM,,1182.3276781672996,,,,1.0,-0.054000000000000006,2026-04-21,11046.628241028979,4245.9977816954415,5363.479765241707
ENTRY,2026-04-21,BMEA,-0.05,1072.6959530483414,5363.479765241707,4289.7838121933655,15.0,1.0,-0.054000000000000006,2026-04-22,9863.300562861681,,
EXIT,2026-04-22,BMEA,,1072.6959530483414,,,,1.0,-0.054000000000000006,2026-04-22,10877.070934445412,4289.7838121933655,5303.554183777096
ENTRY,2026-04-22,CRM,-0.05,1060.7108367554192,5303.554183777096,4241.843347021677,15.0,1.0,-0.054000000000000006,2026-04-23,9803.374981397068,,
EXIT,2026-04-23,CRM,,1060.7108367554192,,,,1.0,-0.054000000000000006,2026-04-23,10805.807432967697,4241.843347021677,5244.2757985923035
ENTRY,2026-04-23,PDD,0.0002046054326253,1048.8551597184608,5244.2757985923035,4194.420638873843,15.0,1.0,-0.0037953945673747003,2026-05-13,9744.096596212275,,
EXIT,2026-04-27,NTRA,,1478.1595977091245,,,,1.0,-0.054000000000000006,2026-04-25,11141.435575645108,4194.420638873843,5591.759618306674
ENTRY,2026-04-27,TTD,-0.05,1118.3519236613347,5591.759618306674,4472.40769464534,15.0,1.0,-0.054000000000000006,2026-05-06,9662.275977935984,,
EXIT,2026-05-01,RUN,,983.3764158548111,,,,1.0,0.146,2026-05-01,10788.225350505596,4472.40769464534,5598.357067214953
ENTRY,2026-05-01,CRM,-0.05,1119.6714134429903,5598.357067214953,4477.685653771962,15.0,1.0,-0.054000000000000006,2026-05-08,9803.848934650785,,
EXIT,2026-05-04,AFRM,,977.5353386321771,,,,1.0,0.146,2026-05-02,10923.104432723261,4477.685653771962,5596.941151844438
ENTRY,2026-05-04,BMEA,0.15,1119.3882303688874,5596.941151844438,4476.55292147555,15.0,1.0,0.146,2026-05-06,9944.569094091083,,
EXIT,2026-05-05,GIS,,1061.7494454238604,,,,1.0,-0.054000000000000006,2026-05-05,10947.984069462054,4476.55292147555,5479.967896846521
ENTRY,2026-05-05,ACN,-0.05,1095.9935793693041,5479.967896846521,4382.9743174772175,15.0,1.0,-0.054000000000000006,2026-05-10,9885.234624038196,,
EXIT,2026-05-06,TTD,,1118.3519236613347,,,,1.0,-0.054000000000000006,2026-05-06,10942.195543821817,4382.9743174772175,5439.93523726084
EXIT,2026-05-06,BMEA,,1119.3882303688874,,,,1.0,0.146,2026-05-06,12224.014455824563,5439.93523726084,6721.754149263585
ENTRY,2026-05-06,GME,-0.05,1344.3508298527167,6721.754149263585,5376.403319410868,15.0,1.0,-0.054000000000000006,2026-05-07,9985.27430179434,,
ENTRY,2026-05-06,LCID,-0.05,1075.2806638821735,5376.403319410868,4300.122655528694,15.0,1.0,-0.054000000000000006,2026-05-09,9984.27430179434,,
EXIT,2026-05-07,GME,,1344.3508298527167,,,,1.0,-0.054000000000000006,2026-05-07,11255.030186835009,4300.122655528694,5570.878540569363
ENTRY,2026-05-07,ICLR,-0.05,1114.1757081138726,5570.878540569363,4455.70283245549,15.0,1.0,-0.054000000000000006,2026-05-10,9909.679356982291,,
EXIT,2026-05-08,CRM,,1119.6714134429903,,,,1.0,-0.054000000000000006,2026-05-08,10967.888514099359,4455.70283245549,5513.911989572559
ENTRY,2026-05-08,CSIQ,-0.05,1102.7823979145119,5513.911989572559,4410.1295916580475,15.0,1.0,-0.054000000000000006,2026-05-10,9847.21710065637,,
EXIT,2026-05-11,ACN,,1095.9935793693041,,,,1.0,-0.054000000000000006,2026-05-10,10883.027026739732,4410.1295916580475,5445.939517741409
EXIT,2026-05-11,LCID,,1075.2806638821735,,,,1.0,-0.054000000000000006,2026-05-09,11899.242534772267,5445.939517741409,6462.155025773945
EXIT,2026-05-11,ICLR,,1114.1757081138726,,,,1.0,-0.054000000000000006,2026-05-10,12952.25275464799,6462.155025773945,7515.165245649669
EXIT,2026-05-11,CSIQ,,1102.7823979145119,,,,1.0,-0.054000000000000006,2026-05-10,13994.484903075121,7515.165245649669,8557.397394076797
ENTRY,2026-05-11,MDB,0.15,1711.4794788153592,8557.397394076797,6844.917915261438,15.0,1.0,0.146,2026-05-16,9605.252553795257,,
ENTRY,2026-05-11,QS,-0.05,1368.9835830522875,6844.917915261438,5474.93433220915,15.0,1.0,-0.054000000000000006,2026-05-12,9604.252553795257,,
ENTRY,2026-05-11,ETSY,-0.05,1094.98686644183,5474.93433220915,4378.94746576732,15.0,1.0,-0.054000000000000006,2026-05-13,9603.252553795257,,
ENTRY,2026-05-11,ESTC,-0.05,875.789493153464,4378.94746576732,3502.157972613856,15.0,1.0,-0.054000000000000006,2026-05-13,9602.252553795257,,
EXIT,2026-05-12,QS,,1368.9835830522875,,,,1.0,-0.054000000000000006,2026-05-12,10896.311023362721,3502.157972613856,4796.2164421813195
ENTRY,2026-05-12,CSIQ,-0.05,959.2432884362639,4796.2164421813195,3835.9731537450557,15.0,1.0,-0.054000000000000006,2026-05-14,9526.327440310433,,
EXIT,2026-05-13,PDD,,1048.8551597184608,,,,1.0,-0.0037953945673747003,2026-05-13,10570.201780853737,3835.9731537450557,4879.847494288359
EXIT,2026-05-13,ETSY,,1094.98686644183,,,,1.0,-0.054000000000000006,2026-05-13,11605.059356507707,4879.847494288359,5914.70506994233
EXIT,2026-05-13,ESTC,,875.789493153464,,,,1.0,-0.054000000000000006,2026-05-13,12432.556217030884,5914.70506994233,6742.201930465507
ENTRY,2026-05-13,MRVI,-0.05,1348.4403860931013,6742.201930465507,5392.761544372405,15.0,1.0,-0.054000000000000006,2026-05-15,9411.92469771713,,
ENTRY,2026-05-13,PACB,-0.05,1078.552308874481,5392.761544372405,4313.209235497924,15.0,1.0,-0.054000000000000006,2026-05-14,9410.92469771713,,
ENTRY,2026-05-13,ARVN,-0.05,862.6418470995848,4313.209235497924,3449.567388398339,15.0,1.0,-0.054000000000000006,2026-05-14,9409.92469771713,,
EXIT,2026-05-14,CSIQ,,959.2432884362639,,,,1.0,-0.054000000000000006,2026-05-14,10316.368848577837,3449.567388398339,4356.011539259045
EXIT,2026-05-14,PACB,,1078.552308874481,,,,1.0,-0.054000000000000006,2026-05-14,11335.679332773096,4356.011539259045,5375.322023454304
EXIT,2026-05-14,ARVN,,862.6418470995848,,,,1.0,-0.054000000000000006,2026-05-14,12150.738520129302,5375.322023454304,6190.381210810511
ENTRY,2026-05-14,GIS,0.0416540057025865,1238.0762421621023,6190.381210810511,4951.304968648409,15.0,1.0,0.03765400570258649,2026-06-03,9249.301075718973,,
ENTRY,2026-05-14,FSLY,-0.05,990.2609937296819,4951.304968648409,3960.043974918727,15.0,1.0,-0.054000000000000006,2026-05-16,9248.301075718973,,
ENTRY,2026-05-14,BBBY,0.15,792.0087949837455,3960.043974918727,3167.035179934982,15.0,1.0,0.146,2026-05-19,9247.301075718973,,
EXIT,2026-05-15,MRVI,,1348.4403860931013,,,,1.0,-0.054000000000000006,2026-05-15,10521.925680963046,3167.035179934982,4441.659785179056
ENTRY,2026-05-15,TME,0.0897283649642811,888.3319570358111,4441.659785179056,3552.3278281432445,15.0,1.0,0.0857283649642811,2026-06-04,9172.485294869944,,
EXIT,2026-05-18,MDB,,1711.4794788153592,,,,1.0,0.146,2026-05-16,11132.840777592346,3552.3278281432445,5512.6833108656465
EXIT,2026-05-18,FSLY,,990.2609937296819,,,,1.0,-0.054000000000000006,2026-05-16,12068.627677660625,5512.6833108656465,6448.470210933925
ENTRY,2026-05-18,FDX,0.15,1289.694042186785,6448.470210933925,5157.77616874714,15.0,1.0,0.146,2026-06-05,9365.887205115585,,
ENTRY,2026-05-18,SNDL,0.0287769512695575,1031.555233749428,5157.77616874714,4125.220934997712,15.0,1.0,0.0247769512695575,2026-06-07,9364.887205115585,,
EXIT,2026-05-19,BBBY,,792.0087949837455,,,,1.0,0.146,2026-05-19,10271.529284166956,4125.220934997712,5031.863014049084
ENTRY,2026-05-19,CSIQ,0.15,1006.3726028098167,5031.863014049084,4024.4904112392674,15.0,1.0,0.146,2026-05-21,9478.52048918321,,
EXIT,2026-05-21,CSIQ,,1006.3726028098167,,,,1.0,0.146,2026-05-21,10630.82349200326,4024.4904112392674,5176.793414059317
ENTRY,2026-05-21,NIO,-0.05,1035.3586828118632,5176.793414059317,4140.434731247454,15.0,1.0,-0.054000000000000006,2026-05-22,9623.450889193444,,
EXIT,2026-05-22,NIO,,1035.3586828118632,,,,1.0,-0.054000000000000006,2026-05-22,10601.900203133468,4140.434731247454,5118.884045187477
ENTRY,2026-05-22,HOOD,0.15,1023.7768090374954,5118.884045187477,4094.1072361499814,15.0,1.0,0.146,2026-05-25,9565.541520321603,,
